Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Honda Civic  1999 VTi Oriel 1.6 for Sale,PKR 11.4lacs,N/A,Lahore,1999,"260,000 km",Petrol,1600 cc,Manual
Honda Accord  2005 CL9 for Sale,PKR 25.5lacs,N/A,Gujranwala,2005,"180,000 km",Petrol,2400 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 52.5lacs,N/A,Islamabad,2014,"90,000 km",Hybrid,1500 cc,Automatic
Mitsubishi Lancer  2006 1.5L Automatic for Sale,PKR 13.75lacs,N/A,Islamabad,2006,"150,000 km",Petrol,1500 cc,Automatic
Honda Accord  2005 CL8 for Sale,PKR 24lacs,N/A,Gujranwala,2005,"100,000 km",Petrol,2000 cc,Automatic
BMW 5 Series  2021 530e for Sale,PKR 4.5crore,N/A,Karachi,2021,"2,600 km",Petrol,2000 cc,Automatic
Toyota Corolla  1994 LX Limited 1.5 for Sale,PKR 22lacs,N/A,Abbottabad,1994,"150,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2015 XLi VVTi for Sale,PKR 35.85lacs,N/A,Rawalpindi,2015,"206,000 km",Petrol,1300 cc,Manual
Nissan Sunny  2005 EX Saloon 1.3 for Sale,PKR 14.5lacs,N/A,Rawalpindi,2005,"150,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 39lacs,N/A,Karachi,2015,"150,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2012 Altis SR Cruisetronic 1.6 for Sale,PKR 32lacs,N/A,Islamabad,2012,"15,000 km",Petrol,1600 cc,Automatic
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35lacs,N/A,Lahore,2015,"180,000 km",Petrol,1800 cc,Automatic
Honda City  2015 1.3 i-VTEC for Sale,PKR 29.85lacs,N/A,Lahore,2015,"157,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2013 XLi VVTi for Sale,PKR 24.5lacs,N/A,Faisalabad,2013,"186,000 km",Petrol,1300 cc,Manual
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 49lacs,N/A,Gujranwala,2017,"87,000 km",Petrol,1800 cc,Automatic
Toyota Aqua  2015 X Urban Solid for Sale,PKR 44.5lacs,N/A,Rawalpindi,2015,"127,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 61lacs,N/A,Rawalpindi,2020,"97,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2011 i-VTEC for Sale,PKR 23.5lacs,N/A,Lahore,2011,"130,000 km",Petrol,1300 cc,Manual
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 54lacs,N/A,Lahore,2018,"58,000 km",Petrol,1800 cc,Automatic
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 36lacs,N/A,Lahore,2018,"77,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2014 Altis Grande CVT-i 1.8 for Sale,PKR 47lacs,N/A,Peshawar,2014,"68,000 km",Petrol,1800 cc,Automatic
Toyota Fortuner  2017 2.7 VVTi for Sale,PKR 1.14crore,N/A,Lahore,2017,"59,850 km",Petrol,2700 cc,Automatic
Honda City  2006 i-DSI for Sale,PKR 18.5lacs,N/A,Murree,2006,"167,000 km",Petrol,1300 cc,Manual
Toyota Corolla Axio  2007 X 1.5 for Sale,PKR 32lacs,N/A,Peshawar,2007,"150,000 km",Petrol,1500 cc,Automatic
Suzuki Bolan  1992 VX for Sale,PKR 3.25lacs,N/A,Lahore,1992,1 km,Petrol,800 cc,Manual
Toyota Sienta  2019  for Sale,PKR 70lacs,N/A,Karachi,2019,"52,500 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 44.9lacs,N/A,Rawalpindi,2018,"96,000 km",Petrol,1600 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 39.5lacs,N/A,Karachi,2015,"110,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 61lacs,N/A,Karachi,2022,"34,000 km",Petrol,1600 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 66lacs,N/A,Lahore,2022,"36,000 km",Petrol,1800 cc,Automatic
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 54.5lacs,N/A,Multan,2017,"82,300 km",Petrol,1500 cc,Automatic
Hyundai Sonata  2022 2.0 for Sale9.7/10,PKR 90lacs,N/A,Lahore,2022,"29,983 km",Petrol,2000 cc,Automatic
Toyota Aqua  2013 S for Sale,PKR 33.5lacs,N/A,Karachi,2013,"95,000 km",Hybrid,1500 cc,Automatic
Honda BR-V  2017 i-VTEC for Sale,PKR 38.95lacs,N/A,Islamabad,2017,"65,438 km",Petrol,1500 cc,Automatic
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 2.48crore,N/A,Karachi,2019,"35,000 km",Petrol,2700 cc,Automatic
Toyota Prius  2011 S 1.8 for Sale,PKR 41.35lacs,N/A,Lahore,2011,"75,000 km",Hybrid,1800 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 35.15lacs,N/A,Lahore,2017,"105,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi for Sale,PKR 37lacs,N/A,Lahore,2014,"35,252 km",Petrol,1300 cc,Manual
Honda City  2003 EXi for Sale,PKR 14lacs,N/A,Islamabad,2003,"250,000 km",Petrol,1300 cc,Manual
FAW X-PV  2017 Dual AC for Sale,PKR 10.5lacs,N/A,Rahim Yar Khan,2017,"62,000 km",Petrol,1000 cc,Manual
Toyota Prius  2006 G Touring Selection 1.5 for Sale,PKR 29.5lacs,N/A,Lahore,2006,"215,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 62lacs,N/A,Wah cantt,2021,"50,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 43.75lacs,N/A,Quetta,2015,"60,000 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser 6th (J100) Generation 2001 VX Limited 4.2D for Sale,PKR 80lacs,N/A,Wah cantt,2001,"180,000 km",Diesel,4200 cc,Automatic
Toyota Yaris  2022 GLI CVT 1.3 for Sale,PKR 42.5lacs,N/A,Karachi,2022,"15,800 km",Petrol,1300 cc,Automatic
Toyota Prius  2023 1.8 U Hybrid for Sale,PKR 1.35crore,N/A,Islamabad,2023,"20,532 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 30.5lacs,N/A,Faisalabad,2014,"126,000 km",Petrol,1300 cc,Manual
Audi A4  2016 1.4 TFSI  for Sale,PKR 99lacs,N/A,Islamabad,2016,"118,968 km",Petrol,1400 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 58lacs,N/A,Bhakkar,2019,"86,000 km",Petrol,1800 cc,Automatic
Suzuki Baleno  2004 JXR for Sale,PKR 9lacs,N/A,Lahore,2004,"150,000 km",Petrol,1300 cc,Manual
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 2.85crore,N/A,Lahore,2019,"84,000 km",Petrol,2700 cc,Automatic
Toyota Aygo  2015 Standard for Sale,PKR 26.9lacs,N/A,Islamabad,2015,"115,000 km",Petrol,1000 cc,Manual
Proton Saga  2022 1.3L Ace A/T for Sale,PKR 28lacs,N/A,Arifwala,2022,"40,600 km",Petrol,1300 cc,Automatic
Toyota Prado  2003 TZ 3.4 for Sale,PKR 90lacs,N/A,Multan,2003,"92,870 km",Petrol,3400 cc,Automatic
Honda N Wgn  2021 G for Sale,PKR 36.5lacs,N/A,Lahore,2021,"7,068 km",Petrol,660 cc,Automatic
Honda Civic EK 1998 EXi for Sale,PKR 11lacs,N/A,Islamabad,1998,"100,000 km",Petrol,1500 cc,Manual
Toyota Prius  2024 1.8 U Hybrid for Sale,PKR 1.5crore,N/A,Lahore,2024,"2,000 km",Hybrid,1800 cc,Automatic
Hyundai Elantra  2024 GL for Sale,PKR 65lacs,N/A,Islamabad,2024,"2,277 km",Petrol,1600 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.6lacs,N/A,Gujrat,2021,"29,000 km",Petrol,1800 cc,Automatic
Mercedes Benz E Class 5th (W213) Generation 2020 E200 Exclusive for Sale,PKR 2.75crore,N/A,Karachi,2020,"39,400 km",Petrol,2000 cc,Automatic
Honda Civic  2001 EXi Automatic for Sale,PKR 35lacs,N/A,Islamabad,2001,"95,656 km",Petrol,1500 cc,Automatic
Toyota Corolla  2017 XLi VVTi for Sale,PKR 38lacs,N/A,Sambrial,2017,"120,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 42lacs,N/A,Swabi,2018,"91,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 64.75lacs,N/A,Lahore,2021,"31,000 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser  2016 AX G Selection for Sale,PKR 3.52crore,N/A,Lahore,2016,"26,000 km",Petrol,4600 cc,Automatic
Toyota Prius  2020 A Premium for Sale,PKR 1.09crore,N/A,Lahore,2020,"42,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 60lacs,N/A,Lahore,2019,"50,000 km",Petrol,1800 cc,Automatic
Toyota Fortuner  2022 2.8 Sigma 4 for Sale,PKR 1.62crore,N/A,Lahore,2022,"33,000 km",Diesel,2800 cc,Automatic
Toyota Prius  2020 S Touring Selection for Sale,PKR 89.7lacs,N/A,Lahore,2020,"30,000 km",Hybrid,1800 cc,Automatic
Toyota Camry XV70 2021 High Grade for Sale,PKR 2.5crore,N/A,Lahore,2021,"47,000 km",Hybrid,2500 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 66.9lacs,N/A,Lahore,2022,"56,000 km",Petrol,1800 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 83.5lacs,N/A,Peshawar,2018,"62,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 65.9lacs,N/A,Islamabad,2021,"34,000 km",Petrol,1800 cc,Automatic
Suzuki APV  2016 GLX for Sale,PKR 31lacs,N/A,Karachi,2016,"173,000 km",Petrol,1600 cc,Manual
Toyota Premio  2014 F 1.5 for Sale,PKR 51lacs,N/A,Islamabad,2014,"107,088 km",Petrol,1500 cc,Automatic
Toyota Prado  2013 TX 2.7 for Sale,PKR 1.8crore,N/A,Islamabad,2013,"91,839 km",Petrol,2700 cc,Automatic
Toyota Belta  2007 X 1.0 for Sale,PKR 20.5lacs,N/A,Lahore,2007,"215,000 km",Petrol,1000 cc,Automatic
Toyota Land Cruiser  2015 ZX for Sale,PKR 3.45crore,N/A,Islamabad,2015,"65,561 km",Petrol,4600 cc,Automatic
Toyota Prado  2007 TZ 3.4 for Sale,PKR 1.1crore,N/A,Islamabad,2007,"76,668 km",Petrol,3400 cc,Automatic
Toyota Prado  2006 TX Limited 3.0D for Sale,PKR 1.05crore,N/A,Islamabad,2006,"106,756 km",Diesel,3000 cc,Automatic
Honda Civic  2016 VTi Oriel 1.8 i-VTEC for Sale,PKR 37.6lacs,N/A,Gujrat,2016,"38,000 km",Petrol,1800 cc,Manual
Toyota Rush  2007 G A/T for Sale,PKR 27lacs,N/A,Swabi,2007,"150,000 km",Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 41.5lacs,N/A,Islamabad,2018,"64,000 km",Petrol,1500 cc,Automatic
Mercedes Benz C Class  2017 C180 for Sale,PKR 1.75crore,N/A,Islamabad,2017,"18,633 km",Petrol,1600 cc,Automatic
Toyota Prado  2017 TX L Package 2.7 for Sale,PKR 2.45crore,N/A,Islamabad,2017,"43,483 km",Petrol,2700 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 31.5lacs,N/A,Peshawar,2016,"114,000 km",Petrol,1300 cc,Manual
Toyota Prado  2017 TX 2.7 for Sale,Call,N/A,Islamabad,2017,"50,733 km",Petrol,2700 cc,Automatic
Toyota Corolla  2018 Altis 1.6 X CVT-i for Sale,PKR 48lacs,N/A,Islamabad,2018,"66,835 km",Petrol,1600 cc,Automatic
Honda Civic  2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 34lacs,N/A,Karachi,2015,"74,000 km",Petrol,1800 cc,Automatic
Honda BR-V  2017 i-VTEC for Sale,PKR 38lacs,N/A,Karachi,2017,"45,300 km",Petrol,1500 cc,Automatic
Mercedes Benz C Class  2017 C180 AMG for Sale,PKR 1.65crore,N/A,Islamabad,2017,"84,807 km",Petrol,1600 cc,Automatic
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 50lacs,N/A,Lahore,2017,"93,000 km",Petrol,1800 cc,Automatic
Toyota Prado  2012 TZ G 4.0 for Sale,PKR 1.85crore,N/A,Islamabad,2012,"263,321 km",Petrol,4000 cc,Automatic
Honda City  2006 i-DSI Vario for Sale,PKR 17.2lacs,N/A,Karachi,2006,"210,000 km",Petrol,1300 cc,Automatic
BAIC BJ40  2022 Exclusive for Sale,PKR 93lacs,N/A,Islamabad,2022,"17,000 km",Petrol,2000 cc,Automatic
Daihatsu Cast  2020  for Sale,PKR 30.5lacs,N/A,Lahore,2020,"35,000 km",Petrol,660 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5lacs,N/A,Islamabad,2018,"34,370 km",Petrol,1800 cc,Automatic
Mercedes Benz C Class  2019 C180 Exclusive for Sale,PKR 1.82crore,N/A,Karachi,2019,"20,000 km",Petrol,1600 cc,Automatic
Toyota Prius  2020 S Touring Selection for Sale,PKR 89.75lacs,N/A,Karachi,2020,"57,000 km",Hybrid,1800 cc,Automatic
Toyota C-HR  2019 S-GR Package for Sale,PKR 1.12crore,N/A,Karachi,2019,"44,000 km",Hybrid,1800 cc,Automatic
KIA Stonic  2021 EX+ for Sale,PKR 50.5lacs,N/A,Lahore,2021,"11,000 km",Petrol,1400 cc,Automatic
DFSK Glory 580  2021 Pro for Sale,PKR 53lacs,N/A,Islamabad,2021,"45,000 km",Petrol,1500 cc,Automatic
Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,PKR 7.85crore,N/A,Karachi,2023,"3,000 km",Petrol,3500 cc,Automatic
Honda BR-V  2022 i-VTEC S for Sale,PKR 53lacs,N/A,Islamabad,2022,"27,000 km",Petrol,1500 cc,Automatic
Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,PKR 7.7crore,N/A,Karachi,2023,198 km,Petrol,3500 cc,Automatic
Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,PKR 34.8lacs,N/A,Karachi,2016,"102,000 km",Petrol,1300 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 89lacs,N/A,Karachi,2019,"35,000 km",Hybrid,1800 cc,Automatic
Hyundai Tucson  2021 AWD A/T Ultimate for Sale,PKR 73.45lacs,N/A,Karachi,2021,"34,000 km",Petrol,2000 cc,Automatic
Toyota Mark II  2003 Grande 2.0 for Sale5.9/10,PKR 22.5lacs,N/A,Lahore,2003,"232,303 km",Petrol,2000 cc,Automatic
Toyota Aqua  2021 Z for Sale,PKR 79lacs,N/A,Karachi,2021,"12,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 39.5lacs,N/A,Lahore,2017,"110,000 km",Petrol,1800 cc,Automatic
Peugeot 2008  2022 Allure for Sale,PKR 62lacs,N/A,Karachi,2022,"26,000 km",Petrol,1200 cc,Automatic
Mercedes Benz E Class  2004 E200 for Sale,PKR 59.75lacs,N/A,Karachi,2004,"55,794 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 38.75lacs,N/A,Sargodha,2015,"123,500 km",Petrol,1600 cc,Automatic
Toyota Premio  2007 X 1.8 for Sale,PKR 28.49lacs,N/A,Rawalpindi,2007,"185,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 40.5lacs,N/A,Karachi,2018,"75,000 km",Petrol,1300 cc,Manual
Honda City  2013 Aspire 1.5 i-VTEC for Sale,PKR 27lacs,N/A,Multan,2013,"177,000 km",Petrol,1500 cc,Manual
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 64.95lacs,N/A,Vehari,2021,"35,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,PKR 46.5lacs,N/A,Lahore,2021,"33,500 km",Petrol,1500 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 34lacs,N/A,Jalalpur Jattan,2016,"150,000 km",Petrol,1300 cc,Manual
Toyota Land Cruiser 6th (J100) Generation 2003 VX 4.7 for Sale,PKR 1.3crore,N/A,Gujranwala,2003,"94,000 km",Petrol,4700 cc,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73lacs,N/A,Peshawar,2022,"10,000 km",Petrol,1800 cc,Automatic
Toyota Prius Alpha  2015 S Touring for Sale,PKR 60.5lacs,N/A,Gujranwala,2015,"33,000 km",Hybrid,1800 cc,Automatic
Changan Oshan X7  2023 Comfort for Sale,PKR 80lacs,N/A,Faisalabad,2023,"20,500 km",Petrol,1500 cc,Automatic
Changan Karvaan  2021 Plus for Sale,PKR 22lacs,N/A,Karachi,2021,"52,000 km",Petrol,1000 cc,Manual
Audi A4  2019 1.4 TFSI  for Sale,PKR 1.35crore,N/A,Karachi,2019,"27,000 km",Petrol,1400 cc,Automatic
Toyota Corolla 9th (E120) Generation 2004 2.0D Saloon for Sale,PKR 18lacs,N/A,Sukkur,2004,"400,000 km",Diesel,2000 cc,Manual
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.6lacs,N/A,Gujranwala,2021,"28,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  1994 SE Limited for Sale,PKR 14.85lacs,N/A,Peshawar,1994,"100,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi Special Edition for Sale,PKR 44.5lacs,N/A,Chowk munda,2018,"80,000 km",Petrol,1300 cc,Manual
Toyota C-HR  2019 G-LED for Sale,PKR 84lacs,N/A,Gujranwala,2019,"85,000 km",Hybrid,1800 cc,Automatic
Toyota Yaris  2021 GLI MT 1.3 for Sale,PKR 40lacs,N/A,Islamabad,2021,"70,000 km",Petrol,1300 cc,Manual
Suzuki Baleno  2004 JXR for Sale,PKR 12lacs,N/A,Islamabad,2004,"270,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 22.45lacs,N/A,Jhang,2009,"95,000 km",Petrol,1300 cc,Manual
Honda N Box  2021 Slash G L Package for Sale,PKR 35.5lacs,N/A,Lahore,2021,"40,000 km",Petrol,660 cc,Automatic
Honda N Wgn  2019 G Turbo  for Sale,PKR 33.95lacs,N/A,Burewala,2019,"45,000 km",Petrol,660 cc,Automatic
Suzuki Every 11th Generation (JDM) 2020 PC for Sale,PKR 25.75lacs,N/A,Lahore,2020,"101,000 km",Petrol,660 cc,Automatic
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 39.7lacs,N/A,Islamabad,2018,"85,100 km",Petrol,1300 cc,Automatic
Subaru Pleo  2014 L for Sale,PKR 17.85lacs,N/A,Karachi,2014,"100,000 km",Petrol,660 cc,Automatic
Suzuki Ciaz  2019 Automatic for Sale,PKR 36.5lacs,N/A,Lahore,2019,"52,000 km",Petrol,1400 cc,Automatic
Honda City  2015 1.3 i-VTEC for Sale,PKR 32.9lacs,N/A,Lahore,2015,"54,000 km",Petrol,1300 cc,Manual
BAIC BJ40  1983  for Sale,PKR 19lacs,N/A,Lahore,1983,"46,800 km",Diesel,2800 cc,Manual
Honda City  2016 1.3 i-VTEC for Sale,PKR 33.5lacs,N/A,Gujranwala,2016,"86,000 km",Petrol,1300 cc,Manual
Honda Vezel  2015 Hybrid Z for Sale,PKR 54lacs,N/A,Karachi,2015,"65,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 59.9lacs,N/A,Karachi,2022,"32,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 43lacs,N/A,Rawalpindi,2017,"66,500 km",Petrol,1300 cc,Manual
Mercedes Benz C Class  2020 C180 Avantgarde for Sale,PKR 2.15crore,N/A,Lahore,2020,"44,000 km",Petrol,1600 cc,Automatic
Mercedes Benz C Class  2006 C200 Kompressor 1.8 for Sale5.1/10,PKR 29lacs,N/A,Lahore,2006,"165,747 km",Petrol,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2006 GLi 1.3 for Sale,PKR 17lacs,N/A,Ghotki,2006,"180,000 km",Petrol,1300 cc,Manual
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 45.75lacs,N/A,Faisalabad,2016,"73,000 km",Petrol,1500 cc,Automatic
Chevrolet Optra  2006 1.6 Automatic for Sale,PKR 12lacs,N/A,Rawalpindi,2006,"120,586 km",Petrol,1600 cc,Automatic
Honda Civic  2016 VTi Oriel 1.8 i-VTEC for Sale,PKR 37.6lacs,N/A,Sialkot,2016,"38,000 km",Petrol,1800 cc,Manual
Honda Vezel  2014 X Honda Sensing for Sale,PKR 39.85lacs,N/A,Karachi,2014,"65,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 48.8lacs,N/A,Okara,2017,"84,350 km",Petrol,1800 cc,Automatic
KIA Sportage  2021 FWD for Sale,PKR 69.7lacs,N/A,Hyderabad,2021,"38,000 km",Petrol,2000 cc,Automatic
Mitsubishi EK X  2022 Sports for Sale,PKR 42lacs,N/A,Gujranwala,2022,"25,000 km",Petrol,659 cc,Automatic
Hyundai Tucson  2023 FWD A/T GLS Sport for Sale,PKR 79.5lacs,N/A,Sialkot,2023,"17,000 km",Petrol,2000 cc,Automatic
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33.75lacs,N/A,Islamabad,2013,"48,000 km",Petrol,1800 cc,Automatic
Honda N Wgn  2021 G for Sale,PKR 41.5lacs,N/A,Gujranwala,2021,"16,000 km",Petrol,660 cc,Automatic
Toyota Fortuner  2021 2.8 Sigma 4 for Sale,PKR 1.48crore,N/A,Islamabad,2021,"103,000 km",Diesel,2800 cc,Automatic
Toyota Prius  2019 A for Sale,PKR 85lacs,N/A,Rawalpindi,2019,"34,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 60.5lacs,N/A,Karachi,2021,"54,000 km",Petrol,1800 cc,Automatic
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 63.5lacs,N/A,Lahore,2021,"75,000 km",Petrol,1500 cc,Automatic
KIA Sportage  2021 AWD for Sale,PKR 74.5lacs,N/A,Lahore,2021,"37,000 km",Petrol,2000 cc,Automatic
Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 51.5lacs,N/A,Nowshera cantt,2015,"92,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.25lacs,N/A,Lahore,2017,"77,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 35lacs,N/A,Sargodha,2018,"98,000 km",Petrol,1300 cc,Manual
Suzuki Baleno  2005 JXR for Sale,PKR 11.5lacs,N/A,Tarbela,2005,"100,000 km",Petrol,1600 cc,Automatic
Mitsubishi Pajero  1990  for Sale,PKR 12.25lacs,N/A,Jauharabad,1990,"100,000 km",Diesel,2400 cc,Manual
Toyota Corolla  2013 XLi VVTi for Sale,PKR 25lacs,N/A,Buner,2013,"130,000 km",Petrol,1300 cc,Manual
Toyota Aqua  2019 S for Sale,PKR 65lacs,N/A,Karachi,2019,"53,000 km",Hybrid,1500 cc,Automatic
Suzuki Wagon R  2022 Smile Hybrid G for Sale,PKR 35.5lacs,N/A,Sargodha,2022,"1,800 km",Hybrid,660 cc,Automatic
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 30lacs,N/A,Hafizabad,2014,"145,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73.95lacs,N/A,Karachi,2023,"13,000 km",Petrol,1800 cc,Automatic
Audi e-tron  2022 50 Quattro 230 kW for Sale,Call,N/A,Karachi,2022,"6,000 km",Electric,60.0 kWh,Automatic
Honda Civic Rebirth 2012 VTi Oriel 1.8 i-VTEC for Sale,PKR 27.95lacs,N/A,Islamabad,2012,"130,000 km",Petrol,1800 cc,Manual
Toyota Fortuner  2013 2.7 VVTi for Sale,PKR 64.75lacs,N/A,Lahore,2013,"84,156 km",Petrol,2700 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale8.1/10,PKR 53lacs,N/A,Islamabad,2019,"149,251 km",Petrol,1800 cc,Automatic
Honda BR-V  2021 i-VTEC S for Sale,PKR 51lacs,N/A,Lahore,2021,"89,500 km",Petrol,1500 cc,Automatic
Hyundai Elantra  2023 GL for Sale,PKR 60.75lacs,N/A,Lahore,2023,"19,000 km",Petrol,1600 cc,Automatic
Toyota Land Cruiser  2012 ZX for Sale9.7/10,PKR 3crore,N/A,Lahore,2012,"51,373 km",Petrol,4600 cc,Automatic
KIA Stonic  2024 EX+ for Sale,PKR 55.8lacs,N/A,Lahore,2024,"10,000 km",Petrol,1400 cc,Automatic
Mercedes Benz E Class 4th (W212) Generation 2011 E250 for Sale,PKR 1.18crore,N/A,Lahore,2011,"54,000 km",Petrol,2100 cc,Automatic
Toyota Land Cruiser  2017 ZX for Sale,PKR 3.4crore,N/A,Islamabad,2017,"85,000 km",Petrol,4600 cc,Automatic
Honda Civic  2004 VTi Prosmatec 1.6 for Sale,PKR 13.75lacs,N/A,Lahore,2004,"125,000 km",Petrol,1600 cc,Automatic
Honda City  2008 i-DSI for Sale,PKR 20.25lacs,N/A,Bahawalpur,2008,"117,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 47.5lacs,N/A,Kahuta,2018,"81,000 km",Petrol,1300 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 66lacs,N/A,Peshawar,2021,"38,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2010 Altis 1.8 for Sale,PKR 26.5lacs,N/A,Sheikhupura,2010,"220,000 km",Petrol,1800 cc,Manual
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 43lacs,N/A,Peshawar,2016,"103,554 km",Petrol,1600 cc,Automatic
Mercedes Benz C Class  2016 C180 AMG for Sale,PKR 1.48crore,N/A,Islamabad,2016,"89,000 km",Petrol,1600 cc,Automatic
Toyota Mark X  2006 300G Premium for Sale,PKR 65lacs,N/A,Islamabad,2006,"108,000 km",Petrol,3000 cc,Automatic
